0,000000000E0,9,998611400E-3,9,998611400E-3,,
4,166666667E-3,3,999444560E-2,3,999444560E-2,3,599500104E0,3,599500104E0
8,333333333E-3,3,999444560E-2,3,999444560E-2,0,000000000E0,-0,000000000E0
1,250000000E-2,3,999444560E-2,3,999444560E-2,1,799750052E0,2,399666736E0
1,666666667E-2,5,499236270E-2,5,999166840E-2,1,799750052E0,2,399666736E0
2,083333333E-2,5,499236270E-2,5,999166840E-2,0,000000000E0,-0,000000000E0
2,500000000E-2,5,499236270E-2,5,999166840E-2,1,199833368E0,2,399666736E0
2,916666667E-2,6,499097410E-2,7,998889120E-2,2,399666736E0,3,599500104E0
3,333333333E-2,7,498958550E-2,8,998750260E-2,1,199833368E0,1,199833368E0
3,750000000E-2,7,498958550E-2,8,998750260E-2,5,999166840E-1,1,199833368E0
4,166666667E-2,7,998889120E-2,9,998611400E-2,1,799750052E0,1,199833368E0
4,583333333E-2,8,998750260E-2,9,998611400E-2,1,199833368E0,-0,000000000E0
5,000000000E-2,8,998750260E-2,9,998611400E-2,1,199833368E0,2,399666736E0
5,416666667E-2,9,998611400E-2,1,199833368E-1,2,399666736E0,2,399666736E0
5,833333333E-2,1,099847254E-1,1,199833368E-1,2,999583420E0,-0,000000000E0
6,250000000E-2,1,249826425E-1,1,199833368E-1,1,799750052E0,1,199833368E0
6,666666667E-2,1,249826425E-1,1,299819482E-1,5,999166840E-1,1,799750052E0
7,083333333E-2,1,299819482E-1,1,349812539E-1,5,999166840E-1,2,399666736E0
7,500000000E-2,1,299819482E-1,1,499791710E-1,2,399666736E0,1,799750052E0
7,916666667E-2,1,499791710E-1,1,499791710E-1,2,399666736E0,-0,000000000E0
8,333333333E-2,1,499791710E-1,1,499791710E-1,1,799750052E0,1,799750052E0
8,750000000E-2,1,649770881E-1,1,649770881E-1,1,799750052E0,1,799750052E0
9,166666667E-2,1,649770881E-1,1,649770881E-1,0,000000000E0,-0,000000000E0
9,583333333E-2,1,649770881E-1,1,649770881E-1,1,199833368E0,1,199833368E0
1,000000000E-1,1,749756995E-1,1,749756995E-1,1,199833368E0,1,199833368E0
1,041666667E-1,1,749756995E-1,1,749756995E-1,1,199833368E0,5,999166840E-1
1,083333333E-1,1,849743109E-1,1,799750052E-1,1,199833368E0,5,999166840E-1
1,125000000E-1,1,849743109E-1,1,799750052E-1,1,199833368E0,-0,000000000E0
1,166666667E-1,1,949729223E-1,1,799750052E-1,2,399666736E0,1,199833368E0
1,208333333E-1,2,049715337E-1,1,899736166E-1,1,199833368E0,1,199833368E0
1,250000000E-1,2,049715337E-1,1,899736166E-1,2,399666736E0,5,999166840E-1
1,291666667E-1,2,249687565E-1,1,949729223E-1,2,399666736E0,5,999166840E-1
1,333333333E-1,2,249687565E-1,1,949729223E-1,0,000000000E0,-0,000000000E0
1,375000000E-1,2,249687565E-1,1,949729223E-1,2,399666736E0,-0,000000000E0
1,416666667E-1,2,449659793E-1,1,949729223E-1,1,799750052E0,5,999166840E-1
1,458333333E-1,2,399666736E-1,1,999722280E-1,0,000000000E0,5,999166840E-1
1,500000000E-1,2,449659793E-1,1,999722280E-1,1,199833368E0,-0,000000000E0
1,541666667E-1,2,499652850E-1,1,999722280E-1,1,199833368E0,-0,000000000E0
1,583333333E-1,2,549645907E-1,1,999722280E-1,2,399666736E0,5,999166840E-1
1,625000000E-1,2,699625078E-1,2,049715337E-1,1,799750052E0,5,999166840E-1
1,666666667E-1,2,699625078E-1,2,049715337E-1,0,000000000E0,-0,000000000E0
1,708333333E-1,2,699625078E-1,2,049715337E-1,2,399666736E0,-5,999166840E-1
1,750000000E-1,2,899597306E-1,1,999722280E-1,2,399666736E0,-5,999166840E-1
1,791666667E-1,2,899597306E-1,1,999722280E-1,1,199833368E0,-0,000000000E0
1,833333333E-1,2,999583420E-1,1,999722280E-1,1,799750052E0,-0,000000000E0
1,875000000E-1,3,049576477E-1,1,999722280E-1,1,199833368E0,5,999166840E-1
1,916666667E-1,3,099569534E-1,2,049715337E-1,5,999166840E-1,5,999166840E-1
1,958333333E-1,3,099569534E-1,2,049715337E-1,1,799750052E0,-0,000000000E0
2,000000000E-1,3,249548705E-1,2,049715337E-1,2,399666736E0,-5,999166840E-1
2,041666667E-1,3,299541762E-1,1,999722280E-1,5,999166840E-1,-5,999166840E-1
2,083333333E-1,3,299541762E-1,1,999722280E-1,2,399666736E0,-5,999166840E-1
2,125000000E-1,3,499513990E-1,1,949729223E-1,2,999583420E0,-5,999166840E-1
2,166666667E-1,3,549507047E-1,1,949729223E-1,1,199833368E0,-0,000000000E0
2,208333333E-1,3,599500104E-1,1,949729223E-1,5,999166840E-1,-0,000000000E0
2,250000000E-1,3,599500104E-1,1,949729223E-1,5,999166840E-1,-5,999166840E-1
2,291666667E-1,3,649493161E-1,1,899736166E-1,2,999583420E0,-5,999166840E-1
2,333333333E-1,3,849465389E-1,1,899736166E-1,2,399666736E0,-0,000000000E0
2,375000000E-1,3,849465389E-1,1,899736166E-1,5,999166840E-1,-1,199833368E0
2,416666667E-1,3,899458446E-1,1,799750052E-1,1,799750052E0,-5,999166840E-1
2,458333333E-1,3,999444560E-1,1,849743109E-1,2,399666736E0,-0,000000000E0
2,500000000E-1,4,099430674E-1,1,799750052E-1,2,399666736E0,-1,799750052E0
2,541666667E-1,4,199416788E-1,1,699763938E-1,5,999166840E-1,-0,000000000E0
2,583333333E-1,4,149423731E-1,1,799750052E-1,1,199833368E0,-0,000000000E0
2,625000000E-1,4,299402902E-1,1,699763938E-1,1,799750052E0,-2,399666736E0
2,666666667E-1,4,299402902E-1,1,599777824E-1,5,999166840E-1,-1,199833368E0
2,708333333E-1,4,349395959E-1,1,599777824E-1,2,999583420E0,-5,999166840E-1
2,750000000E-1,4,549368187E-1,1,549784767E-1,2,399666736E0,-5,999166840E-1
2,791666667E-1,4,549368187E-1,1,549784767E-1,0,000000000E0,-0,000000000E0
2,833333333E-1,4,549368187E-1,1,549784767E-1,1,199833368E0,-1,199833368E0
2,875000000E-1,4,649354301E-1,1,449798653E-1,1,799750052E0,-1,799750052E0
2,916666667E-1,4,699347358E-1,1,399805596E-1,1,799750052E0,-1,199833368E0
2,958333333E-1,4,799333472E-1,1,349812539E-1,1,199833368E0,-1,799750052E0
3,000000000E-1,4,799333472E-1,1,249826425E-1,1,199833368E0,-1,799750052E0
3,041666667E-1,4,899319586E-1,1,199833368E-1,1,199833368E0,-5,999166840E-1
3,083333333E-1,4,899319586E-1,1,199833368E-1,1,199833368E0,-5,999166840E-1
3,125000000E-1,4,999305700E-1,1,149840311E-1,2,399666736E0,-2,399666736E0
3,166666667E-1,5,099291814E-1,9,998611400E-2,1,199833368E0,-1,799750052E0
3,208333333E-1,5,099291814E-1,9,998611400E-2,0,000000000E0,-0,000000000E0
3,250000000E-1,5,099291814E-1,9,998611400E-2,2,399666736E0,-2,399666736E0
3,291666667E-1,5,299264042E-1,7,998889120E-2,3,599500104E0,-2,399666736E0
3,333333333E-1,5,399250156E-1,7,998889120E-2,1,799750052E0,-5,999166840E-1
3,375000000E-1,5,449243213E-1,7,498958550E-2,1,199833368E0,-2,399666736E0
3,416666667E-1,5,499236270E-1,5,999166840E-2,2,399666736E0,-2,999583420E0
3,458333333E-1,5,649215441E-1,4,999305700E-2,1,199833368E0,-1,199833368E0
3,500000000E-1,5,599222384E-1,4,999305700E-2,1,199833368E0,-1,799750052E0
3,541666667E-1,5,749201555E-1,3,499513990E-2,1,199833368E0,-1,799750052E0
3,583333333E-1,5,699208498E-1,3,499513990E-2,1,199833368E0,-1,799750052E0
3,625000000E-1,5,849187669E-1,1,999722280E-2,2,399666736E0,-4,199416788E0
3,666666667E-1,5,899180726E-1,2,220446049E-16,5,999166840E-1,-2,399666736E0
3,708333333E-1,5,899180726E-1,2,220446049E-16,1,799750052E0,-2,399666736E0
3,750000000E-1,6,049159897E-1,-1,999722280E-2,2,399666736E0,-5,999166840E-1
3,791666667E-1,6,099152954E-1,-4,999305700E-3,5,999166840E-1,5,999166840E-1
3,833333333E-1,6,099152954E-1,-1,499791710E-2,2,399666736E0,-4,199416788E0
3,875000000E-1,6,299125182E-1,-3,999444560E-2,2,999583420E0,-2,399666736E0
3,916666667E-1,6,349118239E-1,-3,499513990E-2,1,199833368E0,-1,799750052E0
3,958333333E-1,6,399111296E-1,-5,499236270E-2,1,199833368E0,-2,999583420E0
4,000000000E-1,6,449104353E-1,-5,999166840E-2,1,799750052E0,-2,999583420E0
4,041666667E-1,6,549090467E-1,-7,998889120E-2,1,799750052E0,-2,999583420E0
4,083333333E-1,6,599083524E-1,-8,498819690E-2,1,199833368E0,-5,999166840E-1
4,125000000E-1,6,649076581E-1,-8,498819690E-2,1,199833368E0,-1,799750052E0
4,166666667E-1,6,699069638E-1,-9,998611400E-2,1,199833368E0,-3,599500104E0
4,208333333E-1,6,749062695E-1,-1,149840311E-1,1,199833368E0,-2,399666736E0
4,250000000E-1,6,799055752E-1,-1,199833368E-1,1,799750052E0,-1,799750052E0
4,291666667E-1,6,899041866E-1,-1,299819482E-1,1,799750052E0,-2,399666736E0
4,333333333E-1,6,949034923E-1,-1,399805596E-1,1,799750052E0,-2,399666736E0
4,375000000E-1,7,049021037E-1,-1,499791710E-1,1,799750052E0,-2,399666736E0
4,416666667E-1,7,099014094E-1,-1,599777824E-1,1,199833368E0,-2,999583420E0
4,458333333E-1,7,149007151E-1,-1,749756995E-1,1,799750052E0,-2,999583420E0
4,500000000E-1,7,248993265E-1,-1,849743109E-1,1,799750052E0,-2,999583420E0
4,541666667E-1,7,298986322E-1,-1,999722280E-1,1,199833368E0,-3,599500104E0
4,583333333E-1,7,348979379E-1,-2,149701451E-1,2,399666736E0,-4,799333472E0
4,625000000E-1,7,498958550E-1,-2,399666736E-1,1,799750052E0,-2,999583420E0
4,666666667E-1,7,498958550E-1,-2,399666736E-1,1,199833368E0,-5,999166840E-1
4,708333333E-1,7,598944664E-1,-2,449659793E-1,2,399666736E0,-3,599500104E0
4,750000000E-1,7,698930778E-1,-2,699625078E-1,1,199833368E0,-4,199416788E0
4,791666667E-1,7,698930778E-1,-2,799611192E-1,1,799750052E0,-4,199416788E0
4,833333333E-1,7,848909949E-1,-3,049576477E-1,1,799750052E0,-2,399666736E0
4,875000000E-1,7,848909949E-1,-2,999583420E-1,1,199833368E0,-2,999583420E0
4,916666667E-1,7,948896063E-1,-3,299541762E-1,5,999166840E-1,-4,199416788E0
4,958333333E-1,7,898903006E-1,-3,349534819E-1,1,199833368E0,-1,799750052E0
5,000000000E-1,8,048882177E-1,-3,449520933E-1,3,599500104E0,-4,799333472E0
5,041666667E-1,8,198861348E-1,-3,749479275E-1,1,199833368E0,-3,599500104E0
5,083333333E-1,8,148868291E-1,-3,749479275E-1,1,199833368E0,-2,999583420E0
5,125000000E-1,8,298847462E-1,-3,999444560E-1,2,999583420E0,-5,399250156E0
5,166666667E-1,8,398833576E-1,-4,199416788E-1,5,999166840E-1,-2,399666736E0
5,208333333E-1,8,348840519E-1,-4,199416788E-1,0,000000000E0,-1,199833368E0
5,250000000E-1,8,398833576E-1,-4,299402902E-1,2,999583420E0,-5,999166840E0
5,291666667E-1,8,598805804E-1,-4,699347358E-1,2,399666736E0,-4,799333472E0
5,333333333E-1,8,598805804E-1,-4,699347358E-1,1,199833368E0,-1,799750052E0
5,375000000E-1,8,698791918E-1,-4,849326529E-1,1,199833368E0,-3,599500104E0
5,416666667E-1,8,698791918E-1,-4,999305700E-1,1,199833368E0,-4,199416788E0
5,458333333E-1,8,798778032E-1,-5,199277928E-1,2,399666736E0,-6,599083524E0
5,500000000E-1,8,898764146E-1,-5,549229327E-1,1,799750052E0,-3,599500104E0
5,541666667E-1,8,948757203E-1,-5,499236270E-1,1,199833368E0,-5,999166840E-1
5,583333333E-1,8,998750260E-1,-5,599222384E-1,1,799750052E0,-4,199416788E0
5,625000000E-1,9,098736374E-1,-5,849187669E-1,2,399666736E0,-4,799333472E0
5,666666667E-1,9,198722488E-1,-5,999166840E-1,1,199833368E0,-4,199416788E0
5,708333333E-1,9,198722488E-1,-6,199139068E-1,1,199833368E0,-4,199416788E0
5,750000000E-1,9,298708602E-1,-6,349118239E-1,1,799750052E0,-3,599500104E0
5,791666667E-1,9,348701659E-1,-6,499097410E-1,1,799750052E0,-5,399250156E0
5,833333333E-1,9,448687773E-1,-6,799055752E-1,2,399666736E0,-4,799333472E0
5,875000000E-1,9,548673887E-1,-6,899041866E-1,1,199833368E0,-2,999583420E0
5,916666667E-1,9,548673887E-1,-7,049021037E-1,5,999166840E-1,-4,199416788E0
5,958333333E-1,9,598666944E-1,-7,248993265E-1,2,999583420E0,-6,599083524E0
6,000000000E-1,9,798639172E-1,-7,598944664E-1,1,199833368E0,-4,799333472E0
6,041666667E-1,9,698653058E-1,-7,648937721E-1,1,199833368E0,-4,799333472E0
6,083333333E-1,9,898625286E-1,-7,998889120E-1,2,399666736E0,-4,199416788E0
6,125000000E-1,9,898625286E-1,-7,998889120E-1,5,999166840E-1,-2,399666736E0
6,166666667E-1,9,948618343E-1,-8,198861348E-1,0,000000000E0,-2,399666736E0
6,208333333E-1,9,898625286E-1,-8,198861348E-1,2,399666736E0,-4,799333472E0
6,250000000E-1,1,014859057E0,-8,598805804E-1,2,399666736E0,-4,799333472E0
6,291666667E-1,1,009859751E0,-8,598805804E-1,1,799750052E0,-4,799333472E0
6,333333333E-1,1,029856974E0,-8,998750260E-1,2,399666736E0,-7,199000208E0
6,375000000E-1,1,029856974E0,-9,198722488E-1,0,000000000E0,-2,399666736E0
6,416666667E-1,1,029856974E0,-9,198722488E-1,1,799750052E0,-4,799333472E0
6,458333333E-1,1,044854891E0,-9,598666944E-1,2,399666736E0,-7,199000208E0
6,500000000E-1,1,049854197E0,-9,798639172E-1,1,799750052E0,-4,799333472E0
6,541666667E-1,1,059852808E0,-9,998611400E-1,1,799750052E0,-5,399250156E0
6,583333333E-1,1,064852114E0,-1,024857669E0,5,999166840E-1,-5,399250156E0
6,625000000E-1,1,064852114E0,-1,044854891E0,1,799750052E0,-5,399250156E0
6,666666667E-1,1,079850031E0,-1,069851420E0,2,999583420E0,-5,399250156E0
6,708333333E-1,1,089848643E0,-1,089848643E0,1,799750052E0,-4,799333472E0
6,750000000E-1,1,094847948E0,-1,109845865E0,1,199833368E0,-4,199416788E0
6,791666667E-1,1,099847254E0,-1,124843783E0,5,999166840E-1,-4,799333472E0
6,833333333E-1,1,099847254E0,-1,149840311E0,,
